[True, False, True]
Run timestamp: 06102023_193136_23.
Script arguments:
['../train_nichecompass_reference_model.py', '--dataset', 'nanostring_cosmx_human_nsclc', '--reference_batches', 'batch1', 'batch2', 'batch3', 'batch4', 'batch5', 'batch6', 'batch7', 'batch8', '--n_neighbors', '4', '--no-filter_genes', '--nichenet_keep_target_genes_ratio', '1.0', '--nichenet_max_n_target_genes_per_gp', '250', '--include_mebocost_gps', '--species', 'human', '--gp_filter_mode', 'subset', '--combine_overlap_gps', '--overlap_thresh_source_genes', '0.9', '--overlap_thresh_target_genes', '0.9', '--overlap_thresh_genes', '0.9', '--counts_key', 'counts', '--cat_covariates_keys', 'batch', 'fov', 'patient', '--cat_covariates_no_edges', 'True', 'False', 'True', '--spatial_key', 'spatial', '--adj_key', 'spatial_connectivities', '--mapping_entity_key', 'mapping_entity', '--gp_targets_mask_key', 'nichecompass_gp_targets', '--gp_sources_mask_key', 'nichecompass_gp_sources', '--gp_names_key', 'nichecompass_gp_names', '--model_label', 'reference', '--active_gp_names_key', 'nichecompass_active_gp_names', '--latent_key', 'nichecompass_latent', '--n_addon_gp', '100', '--active_gp_thresh_ratio', '0.03', '--gene_expr_recon_dist', 'nb', '--cat_covariates_embeds_injection', 'gene_expr_decoder', '--cat_covariates_embeds_nums', '3', '30', '5', '--log_variational', '--node_label_method', 'one-hop-norm', '--n_layers_encoder', '1', '--n_hidden_encoder', '960', '--conv_layer_encoder', 'gatv2conv', '--n_epochs', '400', '--n_epochs_all_gps', '25', '--n_epochs_no_cat_covariates_contrastive', '0', '--lr', '0.001', '--lambda_edge_recon', '25000000.0', '--lambda_gene_expr_recon', '15000.0', '--lambda_cat_covariates_contrastive', '0.0', '--contrastive_logits_pos_ratio', '0.0', '--contrastive_logits_neg_ratio', '0.0', '--lambda_group_lasso', '0.', '--lambda_l1_masked', '0.0', '--lambda_l1_addon', '0.0', '--edge_batch_size', '512', '--node_batch_size', '256', '--n_sampled_neighbors', '4', '--timestamp_suffix', '_23']

Preparing the gene program mask...
Number of gene programs before filtering and combining: 2325.
Number of gene programs after filtering and combining: 1858.

Processing batch batch1...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch2...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch3...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch4...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch5...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch6...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch7...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch8...
Loading data...
Computing spatial neighborhood graph...

Training model...
--- INITIALIZING NEW NETWORK MODULE: VARIATIONAL GENE PROGRAM GRAPH AUTOENCODER ---
LOSS -> include_edge_recon_loss: True, include_gene_expr_recon_loss: True, rna_recon_loss: nb
NODE LABEL METHOD -> one-hop-norm
ACTIVE GP THRESHOLD RATIO -> 0.03
LOG VARIATIONAL -> True
CATEGORICAL COVARIATES EMBEDDINGS INJECTION -> ['gene_expr_decoder']
ONE HOP GCN NORM RNA NODE LABEL AGGREGATOR
ENCODER -> n_input: 960, n_cat_covariates_embed_input: 0, n_hidden: 960, n_latent: 1613, n_addon_latent: 100, n_fc_layers: 1, n_layers: 1, conv_layer: gatv2conv, n_attention_heads: 4, dropout_rate: 0.0, use_bn: False
COSINE SIM GRAPH DECODER -> dropout_rate: 0.0
MASKED TARGET RNA DECODER -> n_prior_gp_input: 1613, n_addon_gp_input: 100, n_cat_covariates_embed_input: 38, n_output: 960
MASKED SOURCE RNA DECODER -> n_prior_gp_input: 1613, n_addon_gp_input: 100, n_cat_covariates_embed_input: 38, n_output: 960

--- INITIALIZING TRAINER ---
Number of training nodes: 631979
Number of validation nodes: 70220
Number of training edges: 1492281
Number of validation edges: 165809
Edge batch size: 512
Node batch size: 256

--- MODEL TRAINING ---
Epoch 1/400 |--------------------| 0.2% val_auroc_score: 0.8976; val_auprc_score: 0.9829; val_best_acc_score: 0.9190; val_best_f1_score: 0.9555; train_kl_reg_loss: 24421.1150; train_edge_recon_loss: 3184241.4798; train_gene_expr_recon_loss: 12991246.2580; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 16199908.8521; train_optim_loss: 16199908.8521; val_kl_reg_loss: 25759.0823; val_edge_recon_loss: 3227822.7315; val_gene_expr_recon_loss: 11428076.5833; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 14681658.3827; val_optim_loss: 14681658.3827
Epoch 54/400 |██------------------| 13.5% val_auroc_score: 0.9521; val_auprc_score: 0.9922; val_best_acc_score: 0.9465; val_best_f1_score: 0.9702; train_kl_reg_loss: 32576.0445; train_edge_recon_loss: 3023877.1822; train_gene_expr_recon_loss: 8230546.7197; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11286999.9448; train_optim_loss: 11286999.9448; val_kl_reg_loss: 31424.9958; val_edge_recon_loss: 3168797.3025; val_gene_expr_recon_loss: 8259635.5031; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11459857.7963; val_optim_loss: 11459857.7963
Epoch 55/400 |██------------------| 13.8% val_auroc_score: 0.9509; val_auprc_score: 0.9921; val_best_acc_score: 0.9461; val_best_f1_score: 0.9699; train_kl_reg_loss: 32523.4259; train_edge_recon_loss: 3020911.3986; train_gene_expr_recon_loss: 8230359.3830; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11283794.2069; train_optim_loss: 11283794.2069; val_kl_reg_loss: 31510.5886; val_edge_recon_loss: 3142974.9159; val_gene_expr_recon_loss: 8255504.2978; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11429989.8086; val_optim_loss: 11429989.8086
Epoch 56/400 |██------------------| 14.0% val_auroc_score: 0.9502; val_auprc_score: 0.9920; val_best_acc_score: 0.9452; val_best_f1_score: 0.9694; train_kl_reg_loss: 32520.5233; train_edge_recon_loss: 3016241.4881; train_gene_expr_recon_loss: 8230816.4866; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11279578.4926; train_optim_loss: 11279578.4926; val_kl_reg_loss: 31462.9954; val_edge_recon_loss: 3145648.9491; val_gene_expr_recon_loss: 8260500.3673; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11437612.3241; val_optim_loss: 11437612.3241
Epoch 57/400 |██------------------| 14.2% val_auroc_score: 0.9502; val_auprc_score: 0.9918; val_best_acc_score: 0.9461; val_best_f1_score: 0.9700; train_kl_reg_loss: 32462.1485; train_edge_recon_loss: 3018105.5217; train_gene_expr_recon_loss: 8227060.9307; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11277628.6021; train_optim_loss: 11277628.6021; val_kl_reg_loss: 31533.2588; val_edge_recon_loss: 3171995.9784; val_gene_expr_recon_loss: 8255525.1836; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11459054.4043; val_optim_loss: 11459054.4043
Epoch 58/400 |██------------------| 14.5% val_auroc_score: 0.9535; val_auprc_score: 0.9926; val_best_acc_score: 0.9465; val_best_f1_score: 0.9702; train_kl_reg_loss: 32454.3972; train_edge_recon_loss: 3020601.1064; train_gene_expr_recon_loss: 8226279.9739; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11279335.4830; train_optim_loss: 11279335.4830; val_kl_reg_loss: 31556.3095; val_edge_recon_loss: 3136859.2245; val_gene_expr_recon_loss: 8253949.3611; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11422364.8735; val_optim_loss: 11422364.8735
Epoch 59/400 |██------------------| 14.8% val_auroc_score: 0.9510; val_auprc_score: 0.9920; val_best_acc_score: 0.9455; val_best_f1_score: 0.9696; train_kl_reg_loss: 32449.6914; train_edge_recon_loss: 3017520.0576; train_gene_expr_recon_loss: 8225753.1952; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11275722.9362; train_optim_loss: 11275722.9362; val_kl_reg_loss: 31486.7348; val_edge_recon_loss: 3168910.8218; val_gene_expr_recon_loss: 8254711.9460; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11455109.5494; val_optim_loss: 11455109.5494
Epoch 60/400 |███-----------------| 15.0% val_auroc_score: 0.9524; val_auprc_score: 0.9925; val_best_acc_score: 0.9460; val_best_f1_score: 0.9699; train_kl_reg_loss: 32368.2067; train_edge_recon_loss: 3009571.7380; train_gene_expr_recon_loss: 8225787.1851; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11267727.1245; train_optim_loss: 11267727.1245; val_kl_reg_loss: 31576.7277; val_edge_recon_loss: 3133153.9140; val_gene_expr_recon_loss: 8260406.8565; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11425137.5062; val_optim_loss: 11425137.5062
Epoch 61/400 |███-----------------| 15.2% val_auroc_score: 0.9505; val_auprc_score: 0.9921; val_best_acc_score: 0.9461; val_best_f1_score: 0.9700; train_kl_reg_loss: 32379.4463; train_edge_recon_loss: 3025323.2473; train_gene_expr_recon_loss: 8223072.0377; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11280774.7228; train_optim_loss: 11280774.7228; val_kl_reg_loss: 31526.5893; val_edge_recon_loss: 3134027.0185; val_gene_expr_recon_loss: 8252980.3086; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11418533.9290; val_optim_loss: 11418533.9290
Epoch 62/400 |███-----------------| 15.5% val_auroc_score: 0.9518; val_auprc_score: 0.9923; val_best_acc_score: 0.9461; val_best_f1_score: 0.9699; train_kl_reg_loss: 32403.4159; train_edge_recon_loss: 3019413.1994; train_gene_expr_recon_loss: 8222171.9664; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11273988.5870; train_optim_loss: 11273988.5870; val_kl_reg_loss: 31586.5818; val_edge_recon_loss: 3145087.7762; val_gene_expr_recon_loss: 8254118.9290; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11430793.2901; val_optim_loss: 11430793.2901
Epoch 63/400 |███-----------------| 15.8% val_auroc_score: 0.9527; val_auprc_score: 0.9923; val_best_acc_score: 0.9464; val_best_f1_score: 0.9701; train_kl_reg_loss: 32390.5224; train_edge_recon_loss: 3010662.1458; train_gene_expr_recon_loss: 8224318.5017; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11267371.1678; train_optim_loss: 11267371.1678; val_kl_reg_loss: 31647.2266; val_edge_recon_loss: 3156870.2018; val_gene_expr_recon_loss: 8253326.3117; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11441843.7747; val_optim_loss: 11441843.7747
Epoch 64/400 |███-----------------| 16.0% val_auroc_score: 0.9515; val_auprc_score: 0.9922; val_best_acc_score: 0.9456; val_best_f1_score: 0.9696; train_kl_reg_loss: 32377.5205; train_edge_recon_loss: 3018128.9916; train_gene_expr_recon_loss: 8220478.9403; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11270985.4542; train_optim_loss: 11270985.4542; val_kl_reg_loss: 31674.9507; val_edge_recon_loss: 3168019.4552; val_gene_expr_recon_loss: 8263995.5648; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11463690.0154; val_optim_loss: 11463690.0154
Epoch 65/400 |███-----------------| 16.2% val_auroc_score: 0.9513; val_auprc_score: 0.9922; val_best_acc_score: 0.9465; val_best_f1_score: 0.9702; train_kl_reg_loss: 32419.5551; train_edge_recon_loss: 3018199.4044; train_gene_expr_recon_loss: 8221141.1870; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11271760.1468; train_optim_loss: 11271760.1468; val_kl_reg_loss: 31611.5437; val_edge_recon_loss: 3127170.6011; val_gene_expr_recon_loss: 8254082.9460; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11412865.0895; val_optim_loss: 11412865.0895
Epoch 66/400 |███-----------------| 16.5% val_auroc_score: 0.9518; val_auprc_score: 0.9922; val_best_acc_score: 0.9462; val_best_f1_score: 0.9700; train_kl_reg_loss: 32345.9533; train_edge_recon_loss: 3014809.6526; train_gene_expr_recon_loss: 8219558.3863; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11266713.9973; train_optim_loss: 11266713.9973; val_kl_reg_loss: 31689.9411; val_edge_recon_loss: 3162441.2562; val_gene_expr_recon_loss: 8252166.2870; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11446297.4691; val_optim_loss: 11446297.4691
Epoch 67/400 |███-----------------| 16.8% val_auroc_score: 0.9522; val_auprc_score: 0.9922; val_best_acc_score: 0.9463; val_best_f1_score: 0.9701; train_kl_reg_loss: 32358.4072; train_edge_recon_loss: 3013821.3490; train_gene_expr_recon_loss: 8221311.9118; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11267491.6724; train_optim_loss: 11267491.6724; val_kl_reg_loss: 31737.1824; val_edge_recon_loss: 3158315.3835; val_gene_expr_recon_loss: 8245140.8194; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11435193.3858; val_optim_loss: 11435193.3858
Epoch 68/400 |███-----------------| 17.0% val_auroc_score: 0.9516; val_auprc_score: 0.9922; val_best_acc_score: 0.9458; val_best_f1_score: 0.9698; train_kl_reg_loss: 32364.4874; train_edge_recon_loss: 3012396.5948; train_gene_expr_recon_loss: 8219890.9600; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11264652.0412; train_optim_loss: 11264652.0412; val_kl_reg_loss: 31763.8849; val_edge_recon_loss: 3148568.1119; val_gene_expr_recon_loss: 8250472.8287; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11430804.8025; val_optim_loss: 11430804.8025
Epoch 69/400 |███-----------------| 17.2% val_auroc_score: 0.9494; val_auprc_score: 0.9918; val_best_acc_score: 0.9450; val_best_f1_score: 0.9694; train_kl_reg_loss: 32284.8189; train_edge_recon_loss: 3005722.5071; train_gene_expr_recon_loss: 8217422.1822; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11255429.5105; train_optim_loss: 11255429.5105; val_kl_reg_loss: 31567.4094; val_edge_recon_loss: 3137169.7870; val_gene_expr_recon_loss: 8249088.2994; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11417825.5000; val_optim_loss: 11417825.5000

Reducing learning rate: metric has not improved more than 0.0 in the last 4 epochs.
New learning rate is 1.0000000000000002e-06.

Epoch 70/400 |███-----------------| 17.5% val_auroc_score: 0.9513; val_auprc_score: 0.9920; val_best_acc_score: 0.9459; val_best_f1_score: 0.9699; train_kl_reg_loss: 32235.7695; train_edge_recon_loss: 3025430.3642; train_gene_expr_recon_loss: 8217217.1983; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11274883.3331; train_optim_loss: 11274883.3331; val_kl_reg_loss: 31612.4470; val_edge_recon_loss: 3168769.4784; val_gene_expr_recon_loss: 8245548.3194; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11445930.2222; val_optim_loss: 11445930.2222
Epoch 71/400 |███-----------------| 17.8% val_auroc_score: 0.9504; val_auprc_score: 0.9920; val_best_acc_score: 0.9462; val_best_f1_score: 0.9701; train_kl_reg_loss: 32261.6417; train_edge_recon_loss: 3016840.0048; train_gene_expr_recon_loss: 8215514.2197; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11264615.8666; train_optim_loss: 11264615.8666; val_kl_reg_loss: 31653.4228; val_edge_recon_loss: 3146122.6420; val_gene_expr_recon_loss: 8255765.4954; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11433541.5988; val_optim_loss: 11433541.5988
Epoch 72/400 |███-----------------| 18.0% val_auroc_score: 0.9529; val_auprc_score: 0.9925; val_best_acc_score: 0.9474; val_best_f1_score: 0.9707; train_kl_reg_loss: 32274.5741; train_edge_recon_loss: 3024413.8049; train_gene_expr_recon_loss: 8217841.0588; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11274529.4353; train_optim_loss: 11274529.4353; val_kl_reg_loss: 31649.4152; val_edge_recon_loss: 3120223.6566; val_gene_expr_recon_loss: 8248693.1991; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11400566.2623; val_optim_loss: 11400566.2623
Epoch 73/400 |███-----------------| 18.2% val_auroc_score: 0.9509; val_auprc_score: 0.9920; val_best_acc_score: 0.9455; val_best_f1_score: 0.9697; train_kl_reg_loss: 32270.5218; train_edge_recon_loss: 3022159.2642; train_gene_expr_recon_loss: 8215773.3479; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11270203.1455; train_optim_loss: 11270203.1455; val_kl_reg_loss: 31628.0916; val_edge_recon_loss: 3157150.5015; val_gene_expr_recon_loss: 8251814.9784; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11440593.5772; val_optim_loss: 11440593.5772
Epoch 74/400 |███-----------------| 18.5% val_auroc_score: 0.9512; val_auprc_score: 0.9922; val_best_acc_score: 0.9462; val_best_f1_score: 0.9700; train_kl_reg_loss: 32263.6478; train_edge_recon_loss: 3024836.0213; train_gene_expr_recon_loss: 8214396.9431; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11271496.6010; train_optim_loss: 11271496.6010; val_kl_reg_loss: 31623.3772; val_edge_recon_loss: 3137079.4352; val_gene_expr_recon_loss: 8254301.0185; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11423003.8210; val_optim_loss: 11423003.8210
Epoch 75/400 |███-----------------| 18.8% val_auroc_score: 0.9522; val_auprc_score: 0.9923; val_best_acc_score: 0.9466; val_best_f1_score: 0.9703; train_kl_reg_loss: 32251.7008; train_edge_recon_loss: 3031829.0517; train_gene_expr_recon_loss: 8216160.9569; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11280241.7057; train_optim_loss: 11280241.7057; val_kl_reg_loss: 31630.7828; val_edge_recon_loss: 3137435.8642; val_gene_expr_recon_loss: 8249745.5293; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11418812.1883; val_optim_loss: 11418812.1883
Epoch 76/400 |███-----------------| 19.0% val_auroc_score: 0.9507; val_auprc_score: 0.9920; val_best_acc_score: 0.9465; val_best_f1_score: 0.9702; train_kl_reg_loss: 32258.3154; train_edge_recon_loss: 3011754.9379; train_gene_expr_recon_loss: 8215791.2995; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11259804.5503; train_optim_loss: 11259804.5503; val_kl_reg_loss: 31608.7303; val_edge_recon_loss: 3131554.7022; val_gene_expr_recon_loss: 8238859.8395; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11402023.2716; val_optim_loss: 11402023.2716

Reducing learning rate: metric has not improved more than 0.0 in the last 4 epochs.
New learning rate is 1.0000000000000002e-07.

Epoch 77/400 |███-----------------| 19.2% val_auroc_score: 0.9528; val_auprc_score: 0.9926; val_best_acc_score: 0.9465; val_best_f1_score: 0.9702; train_kl_reg_loss: 32240.1094; train_edge_recon_loss: 3019718.4746; train_gene_expr_recon_loss: 8213971.3118; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11265929.8916; train_optim_loss: 11265929.8916; val_kl_reg_loss: 31626.9340; val_edge_recon_loss: 3116304.5664; val_gene_expr_recon_loss: 8248271.0139; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11396202.5216; val_optim_loss: 11396202.5216
Epoch 78/400 |███-----------------| 19.5% val_auroc_score: 0.9518; val_auprc_score: 0.9920; val_best_acc_score: 0.9457; val_best_f1_score: 0.9698; train_kl_reg_loss: 32257.0604; train_edge_recon_loss: 3018099.0382; train_gene_expr_recon_loss: 8214985.2314; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11265341.3328; train_optim_loss: 11265341.3328; val_kl_reg_loss: 31645.3365; val_edge_recon_loss: 3172597.8943; val_gene_expr_recon_loss: 8253674.1775; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11457917.3981; val_optim_loss: 11457917.3981
Epoch 79/400 |███-----------------| 19.8% val_auroc_score: 0.9514; val_auprc_score: 0.9921; val_best_acc_score: 0.9460; val_best_f1_score: 0.9699; train_kl_reg_loss: 32249.4353; train_edge_recon_loss: 3015190.8796; train_gene_expr_recon_loss: 8216267.2223; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11263707.5482; train_optim_loss: 11263707.5482; val_kl_reg_loss: 31611.8372; val_edge_recon_loss: 3174602.1883; val_gene_expr_recon_loss: 8249871.5694; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11456085.5895; val_optim_loss: 11456085.5895
Epoch 80/400 |████----------------| 20.0% val_auroc_score: 0.9529; val_auprc_score: 0.9925; val_best_acc_score: 0.9467; val_best_f1_score: 0.9703; train_kl_reg_loss: 32256.0313; train_edge_recon_loss: 3022596.5407; train_gene_expr_recon_loss: 8213074.7446; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11267927.3163; train_optim_loss: 11267927.3163; val_kl_reg_loss: 31654.2102; val_edge_recon_loss: 3144210.9491; val_gene_expr_recon_loss: 8250586.7114; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11426451.8642; val_optim_loss: 11426451.8642
Epoch 81/400 |████----------------| 20.2% val_auroc_score: 0.9510; val_auprc_score: 0.9921; val_best_acc_score: 0.9458; val_best_f1_score: 0.9699; train_kl_reg_loss: 32253.7726; train_edge_recon_loss: 3010850.7649; train_gene_expr_recon_loss: 8214122.0878; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11257226.6230; train_optim_loss: 11257226.6230; val_kl_reg_loss: 31647.0773; val_edge_recon_loss: 3133995.3526; val_gene_expr_recon_loss: 8249220.7701; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11414863.2068; val_optim_loss: 11414863.2068

Reducing learning rate: metric has not improved more than 0.0 in the last 4 epochs.
New learning rate is 1.0000000000000004e-08.

Epoch 82/400 |████----------------| 20.5% val_auroc_score: 0.9521; val_auprc_score: 0.9924; val_best_acc_score: 0.9462; val_best_f1_score: 0.9701; train_kl_reg_loss: 32251.9124; train_edge_recon_loss: 3017064.4820; train_gene_expr_recon_loss: 8210994.8405; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11260311.2415; train_optim_loss: 11260311.2415; val_kl_reg_loss: 31620.6317; val_edge_recon_loss: 3146152.8287; val_gene_expr_recon_loss: 8246504.7994; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11424278.2438; val_optim_loss: 11424278.2438
