[True, False, True]
Run timestamp: 06102023_193136_25.
Script arguments:
['../train_nichecompass_reference_model.py', '--dataset', 'nanostring_cosmx_human_nsclc', '--reference_batches', 'batch1', 'batch2', 'batch3', 'batch4', 'batch5', 'batch6', 'batch7', 'batch8', '--n_neighbors', '4', '--no-filter_genes', '--nichenet_keep_target_genes_ratio', '1.0', '--nichenet_max_n_target_genes_per_gp', '250', '--include_mebocost_gps', '--species', 'human', '--gp_filter_mode', 'subset', '--combine_overlap_gps', '--overlap_thresh_source_genes', '0.9', '--overlap_thresh_target_genes', '0.9', '--overlap_thresh_genes', '0.9', '--counts_key', 'counts', '--cat_covariates_keys', 'batch', 'fov', 'patient', '--cat_covariates_no_edges', 'True', 'False', 'True', '--spatial_key', 'spatial', '--adj_key', 'spatial_connectivities', '--mapping_entity_key', 'mapping_entity', '--gp_targets_mask_key', 'nichecompass_gp_targets', '--gp_sources_mask_key', 'nichecompass_gp_sources', '--gp_names_key', 'nichecompass_gp_names', '--model_label', 'reference', '--active_gp_names_key', 'nichecompass_active_gp_names', '--latent_key', 'nichecompass_latent', '--n_addon_gp', '100', '--active_gp_thresh_ratio', '0.03', '--gene_expr_recon_dist', 'nb', '--cat_covariates_embeds_injection', 'gene_expr_decoder', '--cat_covariates_embeds_nums', '3', '30', '5', '--log_variational', '--node_label_method', 'one-hop-norm', '--n_layers_encoder', '1', '--n_hidden_encoder', '960', '--conv_layer_encoder', 'gatv2conv', '--n_epochs', '400', '--n_epochs_all_gps', '25', '--n_epochs_no_cat_covariates_contrastive', '0', '--lr', '0.001', '--lambda_edge_recon', '50000000.0', '--lambda_gene_expr_recon', '30000.0', '--lambda_cat_covariates_contrastive', '0.0', '--contrastive_logits_pos_ratio', '0.0', '--contrastive_logits_neg_ratio', '0.0', '--lambda_group_lasso', '0.', '--lambda_l1_masked', '0.0', '--lambda_l1_addon', '0.0', '--edge_batch_size', '512', '--node_batch_size', '256', '--n_sampled_neighbors', '4', '--timestamp_suffix', '_25']

Preparing the gene program mask...
Number of gene programs before filtering and combining: 2325.
Number of gene programs after filtering and combining: 1858.

Processing batch batch1...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch2...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch3...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch4...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch5...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch6...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch7...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch8...
Loading data...
Computing spatial neighborhood graph...

Training model...
--- INITIALIZING NEW NETWORK MODULE: VARIATIONAL GENE PROGRAM GRAPH AUTOENCODER ---
LOSS -> include_edge_recon_loss: True, include_gene_expr_recon_loss: True, rna_recon_loss: nb
NODE LABEL METHOD -> one-hop-norm
ACTIVE GP THRESHOLD RATIO -> 0.03
LOG VARIATIONAL -> True
CATEGORICAL COVARIATES EMBEDDINGS INJECTION -> ['gene_expr_decoder']
ONE HOP GCN NORM RNA NODE LABEL AGGREGATOR
ENCODER -> n_input: 960, n_cat_covariates_embed_input: 0, n_hidden: 960, n_latent: 1613, n_addon_latent: 100, n_fc_layers: 1, n_layers: 1, conv_layer: gatv2conv, n_attention_heads: 4, dropout_rate: 0.0, use_bn: False
COSINE SIM GRAPH DECODER -> dropout_rate: 0.0
MASKED TARGET RNA DECODER -> n_prior_gp_input: 1613, n_addon_gp_input: 100, n_cat_covariates_embed_input: 38, n_output: 960
MASKED SOURCE RNA DECODER -> n_prior_gp_input: 1613, n_addon_gp_input: 100, n_cat_covariates_embed_input: 38, n_output: 960

--- INITIALIZING TRAINER ---
Number of training nodes: 631979
Number of validation nodes: 70220
Number of training edges: 1492281
Number of validation edges: 165809
Edge batch size: 512
Node batch size: 256

--- MODEL TRAINING ---
Epoch 1/400 |--------------------| 0.2% val_auroc_score: 0.8872; val_auprc_score: 0.9808; val_best_acc_score: 0.9137; val_best_f1_score: 0.9526; train_kl_reg_loss: 29963.2813; train_edge_recon_loss: 6374522.8047; train_gene_expr_recon_loss: 26085887.8319; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 32490373.8998; train_optim_loss: 32490373.8998; val_kl_reg_loss: 32298.8276; val_edge_recon_loss: 6587631.3889; val_gene_expr_recon_loss: 22989489.0556; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 29609419.2778; val_optim_loss: 29609419.2778
Epoch 54/400 |██------------------| 13.5% val_auroc_score: 0.9330; val_auprc_score: 0.9890; val_best_acc_score: 0.9376; val_best_f1_score: 0.9653; train_kl_reg_loss: 63156.0010; train_edge_recon_loss: 6108914.3275; train_gene_expr_recon_loss: 17012028.2985; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 23184098.6346; train_optim_loss: 23184098.6346; val_kl_reg_loss: 52342.7123; val_edge_recon_loss: 6346958.2670; val_gene_expr_recon_loss: 17088191.3858; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 23487492.3519; val_optim_loss: 23487492.3519
Epoch 55/400 |██------------------| 13.8% val_auroc_score: 0.9342; val_auprc_score: 0.9892; val_best_acc_score: 0.9382; val_best_f1_score: 0.9657; train_kl_reg_loss: 61991.1235; train_edge_recon_loss: 6122803.7713; train_gene_expr_recon_loss: 16999687.0617; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 23184481.9554; train_optim_loss: 23184481.9554; val_kl_reg_loss: 51685.4386; val_edge_recon_loss: 6332433.8981; val_gene_expr_recon_loss: 17081066.0123; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 23465185.3519; val_optim_loss: 23465185.3519
Epoch 56/400 |██------------------| 14.0% val_auroc_score: 0.9337; val_auprc_score: 0.9890; val_best_acc_score: 0.9374; val_best_f1_score: 0.9652; train_kl_reg_loss: 61605.5773; train_edge_recon_loss: 6107841.4215; train_gene_expr_recon_loss: 16992924.7654; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 23162371.7599; train_optim_loss: 23162371.7599; val_kl_reg_loss: 52300.9748; val_edge_recon_loss: 6404416.8148; val_gene_expr_recon_loss: 17086517.4444; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 23543235.2284; val_optim_loss: 23543235.2284
Epoch 57/400 |██------------------| 14.2% val_auroc_score: 0.9324; val_auprc_score: 0.9887; val_best_acc_score: 0.9364; val_best_f1_score: 0.9647; train_kl_reg_loss: 61825.6387; train_edge_recon_loss: 6133961.1305; train_gene_expr_recon_loss: 16984076.1468; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 23179862.9201; train_optim_loss: 23179862.9201; val_kl_reg_loss: 51707.1480; val_edge_recon_loss: 6374339.9043; val_gene_expr_recon_loss: 17068684.8858; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 23494731.9074; val_optim_loss: 23494731.9074
Epoch 58/400 |██------------------| 14.5% val_auroc_score: 0.9337; val_auprc_score: 0.9889; val_best_acc_score: 0.9375; val_best_f1_score: 0.9652; train_kl_reg_loss: 62224.0794; train_edge_recon_loss: 6125610.1068; train_gene_expr_recon_loss: 16967178.0141; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 23155012.2024; train_optim_loss: 23155012.2024; val_kl_reg_loss: 51456.7544; val_edge_recon_loss: 6376810.6065; val_gene_expr_recon_loss: 17048135.1944; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 23476402.5617; val_optim_loss: 23476402.5617
Epoch 59/400 |██------------------| 14.8% val_auroc_score: 0.9330; val_auprc_score: 0.9887; val_best_acc_score: 0.9378; val_best_f1_score: 0.9655; train_kl_reg_loss: 61661.7927; train_edge_recon_loss: 6116879.3744; train_gene_expr_recon_loss: 16963750.0401; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 23142291.2137; train_optim_loss: 23142291.2137; val_kl_reg_loss: 51467.3949; val_edge_recon_loss: 6360455.1852; val_gene_expr_recon_loss: 17055968.5340; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 23467891.1543; val_optim_loss: 23467891.1543

Reducing learning rate: metric has not improved more than 0.0 in the last 4 epochs.
New learning rate is 1e-05.

Epoch 60/400 |███-----------------| 15.0% val_auroc_score: 0.9354; val_auprc_score: 0.9892; val_best_acc_score: 0.9378; val_best_f1_score: 0.9654; train_kl_reg_loss: 61985.8465; train_edge_recon_loss: 6108988.6315; train_gene_expr_recon_loss: 16929159.6751; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 23100134.1461; train_optim_loss: 23100134.1461; val_kl_reg_loss: 51176.3254; val_edge_recon_loss: 6349814.8272; val_gene_expr_recon_loss: 17011182.6790; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 23412173.8025; val_optim_loss: 23412173.8025
Epoch 61/400 |███-----------------| 15.2% val_auroc_score: 0.9332; val_auprc_score: 0.9888; val_best_acc_score: 0.9372; val_best_f1_score: 0.9651; train_kl_reg_loss: 61775.2697; train_edge_recon_loss: 6117187.3501; train_gene_expr_recon_loss: 16926136.8456; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 23105099.4518; train_optim_loss: 23105099.4518; val_kl_reg_loss: 51098.8126; val_edge_recon_loss: 6362020.7685; val_gene_expr_recon_loss: 17019082.8272; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 23432202.4074; val_optim_loss: 23432202.4074
Epoch 62/400 |███-----------------| 15.5% val_auroc_score: 0.9349; val_auprc_score: 0.9892; val_best_acc_score: 0.9379; val_best_f1_score: 0.9656; train_kl_reg_loss: 61671.1599; train_edge_recon_loss: 6104120.5256; train_gene_expr_recon_loss: 16923101.8539; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 23088893.5184; train_optim_loss: 23088893.5184; val_kl_reg_loss: 51296.1294; val_edge_recon_loss: 6359351.8441; val_gene_expr_recon_loss: 17030993.3642; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 23441641.3704; val_optim_loss: 23441641.3704
Epoch 63/400 |███-----------------| 15.8% val_auroc_score: 0.9352; val_auprc_score: 0.9893; val_best_acc_score: 0.9382; val_best_f1_score: 0.9657; train_kl_reg_loss: 61698.9171; train_edge_recon_loss: 6104331.4068; train_gene_expr_recon_loss: 16921617.4473; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 23087647.7654; train_optim_loss: 23087647.7654; val_kl_reg_loss: 51109.3364; val_edge_recon_loss: 6334470.6636; val_gene_expr_recon_loss: 17021009.3395; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 23406589.3580; val_optim_loss: 23406589.3580
Epoch 64/400 |███-----------------| 16.0% val_auroc_score: 0.9343; val_auprc_score: 0.9893; val_best_acc_score: 0.9387; val_best_f1_score: 0.9660; train_kl_reg_loss: 61475.4307; train_edge_recon_loss: 6102666.0737; train_gene_expr_recon_loss: 16920629.4744; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 23084771.0010; train_optim_loss: 23084771.0010; val_kl_reg_loss: 50918.9026; val_edge_recon_loss: 6247959.1157; val_gene_expr_recon_loss: 17016456.9167; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 23315334.9568; val_optim_loss: 23315334.9568
Epoch 65/400 |███-----------------| 16.2% val_auroc_score: 0.9351; val_auprc_score: 0.9892; val_best_acc_score: 0.9381; val_best_f1_score: 0.9656; train_kl_reg_loss: 61300.3555; train_edge_recon_loss: 6134115.9377; train_gene_expr_recon_loss: 16922630.5228; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 23118046.8034; train_optim_loss: 23118046.8034; val_kl_reg_loss: 50963.3511; val_edge_recon_loss: 6309713.2361; val_gene_expr_recon_loss: 17014169.8796; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 23374846.4938; val_optim_loss: 23374846.4938
Epoch 66/400 |███-----------------| 16.5% val_auroc_score: 0.9326; val_auprc_score: 0.9886; val_best_acc_score: 0.9376; val_best_f1_score: 0.9653; train_kl_reg_loss: 61227.4748; train_edge_recon_loss: 6121248.9723; train_gene_expr_recon_loss: 16915206.2556; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 23097682.6806; train_optim_loss: 23097682.6806; val_kl_reg_loss: 50854.6684; val_edge_recon_loss: 6372683.9259; val_gene_expr_recon_loss: 17000193.1667; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 23423731.7654; val_optim_loss: 23423731.7654
Epoch 67/400 |███-----------------| 16.8% val_auroc_score: 0.9346; val_auprc_score: 0.9892; val_best_acc_score: 0.9380; val_best_f1_score: 0.9655; train_kl_reg_loss: 61066.6652; train_edge_recon_loss: 6126279.6152; train_gene_expr_recon_loss: 16921598.7218; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 23108944.9955; train_optim_loss: 23108944.9955; val_kl_reg_loss: 50877.6709; val_edge_recon_loss: 6350017.7855; val_gene_expr_recon_loss: 17012320.1636; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 23413215.6296; val_optim_loss: 23413215.6296
Epoch 68/400 |███-----------------| 17.0% val_auroc_score: 0.9352; val_auprc_score: 0.9892; val_best_acc_score: 0.9385; val_best_f1_score: 0.9659; train_kl_reg_loss: 60966.1040; train_edge_recon_loss: 6109402.2795; train_gene_expr_recon_loss: 16916344.9643; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 23086713.3427; train_optim_loss: 23086713.3427; val_kl_reg_loss: 50897.7295; val_edge_recon_loss: 6360418.5671; val_gene_expr_recon_loss: 17009010.3025; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 23420326.5988; val_optim_loss: 23420326.5988

Reducing learning rate: metric has not improved more than 0.0 in the last 4 epochs.
New learning rate is 1.0000000000000002e-06.

Epoch 69/400 |███-----------------| 17.2% val_auroc_score: 0.9355; val_auprc_score: 0.9893; val_best_acc_score: 0.9381; val_best_f1_score: 0.9657; train_kl_reg_loss: 60907.8974; train_edge_recon_loss: 6112626.9274; train_gene_expr_recon_loss: 16904550.7852; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 23078085.6158; train_optim_loss: 23078085.6158; val_kl_reg_loss: 50846.2334; val_edge_recon_loss: 6362649.2392; val_gene_expr_recon_loss: 17022291.2284; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 23435786.7284; val_optim_loss: 23435786.7284
Epoch 70/400 |███-----------------| 17.5% val_auroc_score: 0.9333; val_auprc_score: 0.9890; val_best_acc_score: 0.9381; val_best_f1_score: 0.9656; train_kl_reg_loss: 60904.2701; train_edge_recon_loss: 6121442.9840; train_gene_expr_recon_loss: 16907685.7372; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 23090032.9942; train_optim_loss: 23090032.9942; val_kl_reg_loss: 50849.9891; val_edge_recon_loss: 6328165.2392; val_gene_expr_recon_loss: 17005620.4167; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 23384635.6481; val_optim_loss: 23384635.6481
Epoch 71/400 |███-----------------| 17.8% val_auroc_score: 0.9334; val_auprc_score: 0.9888; val_best_acc_score: 0.9375; val_best_f1_score: 0.9654; train_kl_reg_loss: 60911.1028; train_edge_recon_loss: 6105712.7147; train_gene_expr_recon_loss: 16908662.4295; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 23075286.2525; train_optim_loss: 23075286.2525; val_kl_reg_loss: 50888.0011; val_edge_recon_loss: 6370647.6142; val_gene_expr_recon_loss: 17019688.1883; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 23441223.8457; val_optim_loss: 23441223.8457
Epoch 72/400 |███-----------------| 18.0% val_auroc_score: 0.9346; val_auprc_score: 0.9892; val_best_acc_score: 0.9377; val_best_f1_score: 0.9654; train_kl_reg_loss: 60904.8972; train_edge_recon_loss: 6102108.8783; train_gene_expr_recon_loss: 16912832.9750; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 23075846.7533; train_optim_loss: 23075846.7533; val_kl_reg_loss: 50896.6779; val_edge_recon_loss: 6355143.0787; val_gene_expr_recon_loss: 17000626.8086; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 23406666.5247; val_optim_loss: 23406666.5247

Stopping early: metric has not improved more than 0.0 in the last 8 epochs.
If the early stopping criterion is too strong, please instantiate it with different parameters in the train method.
Model training finished after 989 min 25 sec.
Using best model state, which was in epoch 64.

--- MODEL EVALUATION ---
val AUROC score: 0.9340
val AUPRC score: 0.9890
val best accuracy score: 0.9381
val best F1 score: 0.9656
val target rna MSE score: 0.4396
val source rna MSE score: 0.1786
Val cat covariate0 mean sim diff: -0.0006
Val cat covariate1 mean sim diff: -0.0492
Val cat covariate2 mean sim diff: 0.0001

Computing neighbor graph...

Computing UMAP embedding...

Saving model...
