[True, False, True]
Run timestamp: 06102023_193137_22.
Script arguments:
['../train_nichecompass_reference_model.py', '--dataset', 'nanostring_cosmx_human_nsclc', '--reference_batches', 'batch1', 'batch2', 'batch3', 'batch4', 'batch5', 'batch6', 'batch7', 'batch8', '--n_neighbors', '4', '--no-filter_genes', '--nichenet_keep_target_genes_ratio', '1.0', '--nichenet_max_n_target_genes_per_gp', '250', '--include_mebocost_gps', '--species', 'human', '--gp_filter_mode', 'subset', '--combine_overlap_gps', '--overlap_thresh_source_genes', '0.9', '--overlap_thresh_target_genes', '0.9', '--overlap_thresh_genes', '0.9', '--counts_key', 'counts', '--cat_covariates_keys', 'batch', 'fov', 'patient', '--cat_covariates_no_edges', 'True', 'False', 'True', '--spatial_key', 'spatial', '--adj_key', 'spatial_connectivities', '--mapping_entity_key', 'mapping_entity', '--gp_targets_mask_key', 'nichecompass_gp_targets', '--gp_sources_mask_key', 'nichecompass_gp_sources', '--gp_names_key', 'nichecompass_gp_names', '--model_label', 'reference', '--active_gp_names_key', 'nichecompass_active_gp_names', '--latent_key', 'nichecompass_latent', '--n_addon_gp', '100', '--active_gp_thresh_ratio', '0.03', '--gene_expr_recon_dist', 'nb', '--cat_covariates_embeds_injection', 'gene_expr_decoder', '--cat_covariates_embeds_nums', '3', '30', '30', '--log_variational', '--node_label_method', 'one-hop-norm', '--n_layers_encoder', '1', '--n_hidden_encoder', '960', '--conv_layer_encoder', 'gatv2conv', '--n_epochs', '400', '--n_epochs_all_gps', '25', '--n_epochs_no_cat_covariates_contrastive', '0', '--lr', '0.001', '--lambda_edge_recon', '5000000.0', '--lambda_gene_expr_recon', '3000.0', '--lambda_cat_covariates_contrastive', '0.0', '--contrastive_logits_pos_ratio', '0.0', '--contrastive_logits_neg_ratio', '0.0', '--lambda_group_lasso', '0.', '--lambda_l1_masked', '0.0', '--lambda_l1_addon', '0.0', '--edge_batch_size', '512', '--node_batch_size', '256', '--n_sampled_neighbors', '4', '--timestamp_suffix', '_22']

Preparing the gene program mask...
Number of gene programs before filtering and combining: 2325.
Number of gene programs after filtering and combining: 1858.

Processing batch batch1...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch2...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch3...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch4...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch5...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch6...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch7...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch8...
Loading data...
Computing spatial neighborhood graph...

Training model...
--- INITIALIZING NEW NETWORK MODULE: VARIATIONAL GENE PROGRAM GRAPH AUTOENCODER ---
LOSS -> include_edge_recon_loss: True, include_gene_expr_recon_loss: True, rna_recon_loss: nb
NODE LABEL METHOD -> one-hop-norm
ACTIVE GP THRESHOLD RATIO -> 0.03
LOG VARIATIONAL -> True
CATEGORICAL COVARIATES EMBEDDINGS INJECTION -> ['gene_expr_decoder']
ONE HOP GCN NORM RNA NODE LABEL AGGREGATOR
ENCODER -> n_input: 960, n_cat_covariates_embed_input: 0, n_hidden: 960, n_latent: 1613, n_addon_latent: 100, n_fc_layers: 1, n_layers: 1, conv_layer: gatv2conv, n_attention_heads: 4, dropout_rate: 0.0, use_bn: False
COSINE SIM GRAPH DECODER -> dropout_rate: 0.0
MASKED TARGET RNA DECODER -> n_prior_gp_input: 1613, n_addon_gp_input: 100, n_cat_covariates_embed_input: 63, n_output: 960
MASKED SOURCE RNA DECODER -> n_prior_gp_input: 1613, n_addon_gp_input: 100, n_cat_covariates_embed_input: 63, n_output: 960

--- INITIALIZING TRAINER ---
Number of training nodes: 631979
Number of validation nodes: 70220
Number of training edges: 1492281
Number of validation edges: 165809
Edge batch size: 512
Node batch size: 256

--- MODEL TRAINING ---
Epoch 1/400 |--------------------| 0.2% val_auroc_score: 0.9239; val_auprc_score: 0.9875; val_best_acc_score: 0.9324; val_best_f1_score: 0.9626; train_kl_reg_loss: 10909.6665; train_edge_recon_loss: 628830.6415; train_gene_expr_recon_loss: 2595542.3219; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3235282.6273; train_optim_loss: 3235282.6273; val_kl_reg_loss: 12869.5376; val_edge_recon_loss: 639719.5287; val_gene_expr_recon_loss: 2256099.2060; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2908688.2662; val_optim_loss: 2908688.2662
Epoch 55/400 |██------------------| 13.8% val_auroc_score: 0.9552; val_auprc_score: 0.9929; val_best_acc_score: 0.9477; val_best_f1_score: 0.9709; train_kl_reg_loss: 15949.2425; train_edge_recon_loss: 608546.5887; train_gene_expr_recon_loss: 1674702.5757; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2299198.4069; train_optim_loss: 2299198.4069; val_kl_reg_loss: 15703.3851; val_edge_recon_loss: 631000.6245; val_gene_expr_recon_loss: 1680539.4371; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2327243.4452; val_optim_loss: 2327243.4452
Epoch 56/400 |██------------------| 14.0% val_auroc_score: 0.9537; val_auprc_score: 0.9925; val_best_acc_score: 0.9483; val_best_f1_score: 0.9712; train_kl_reg_loss: 15858.5708; train_edge_recon_loss: 608739.7811; train_gene_expr_recon_loss: 1673377.9940; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2297976.3467; train_optim_loss: 2297976.3467; val_kl_reg_loss: 15285.6932; val_edge_recon_loss: 632133.2628; val_gene_expr_recon_loss: 1679647.8823; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2327066.8418; val_optim_loss: 2327066.8418
Epoch 57/400 |██------------------| 14.2% val_auroc_score: 0.9531; val_auprc_score: 0.9924; val_best_acc_score: 0.9477; val_best_f1_score: 0.9708; train_kl_reg_loss: 15787.8461; train_edge_recon_loss: 607520.7505; train_gene_expr_recon_loss: 1671930.3539; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2295238.9512; train_optim_loss: 2295238.9512; val_kl_reg_loss: 15252.7597; val_edge_recon_loss: 636358.5824; val_gene_expr_recon_loss: 1676321.7056; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2327933.0486; val_optim_loss: 2327933.0486
Epoch 58/400 |██------------------| 14.5% val_auroc_score: 0.9541; val_auprc_score: 0.9926; val_best_acc_score: 0.9484; val_best_f1_score: 0.9712; train_kl_reg_loss: 15719.3352; train_edge_recon_loss: 608852.0669; train_gene_expr_recon_loss: 1671093.0270; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2295664.4301; train_optim_loss: 2295664.4301; val_kl_reg_loss: 15256.7290; val_edge_recon_loss: 629700.6362; val_gene_expr_recon_loss: 1676532.7014; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2321490.0725; val_optim_loss: 2321490.0725
Epoch 59/400 |██------------------| 14.8% val_auroc_score: 0.9554; val_auprc_score: 0.9930; val_best_acc_score: 0.9488; val_best_f1_score: 0.9714; train_kl_reg_loss: 15598.9846; train_edge_recon_loss: 607443.3067; train_gene_expr_recon_loss: 1669634.8808; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2292677.1722; train_optim_loss: 2292677.1722; val_kl_reg_loss: 15030.4956; val_edge_recon_loss: 627343.7636; val_gene_expr_recon_loss: 1673426.6061; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2315800.8603; val_optim_loss: 2315800.8603
Epoch 60/400 |███-----------------| 15.0% val_auroc_score: 0.9534; val_auprc_score: 0.9926; val_best_acc_score: 0.9473; val_best_f1_score: 0.9706; train_kl_reg_loss: 996690.9223; train_edge_recon_loss: 608919.5949; train_gene_expr_recon_loss: 1667806.6144; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3273417.1206; train_optim_loss: 3273417.1206; val_kl_reg_loss: 14761.5432; val_edge_recon_loss: 636668.1549; val_gene_expr_recon_loss: 1672684.8800; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2324114.5768; val_optim_loss: 2324114.5768
Epoch 61/400 |███-----------------| 15.2% val_auroc_score: 0.9548; val_auprc_score: 0.9928; val_best_acc_score: 0.9480; val_best_f1_score: 0.9710; train_kl_reg_loss: 15561.5182; train_edge_recon_loss: 609075.6523; train_gene_expr_recon_loss: 1667523.1539; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2292160.3269; train_optim_loss: 2292160.3269; val_kl_reg_loss: 14788.8383; val_edge_recon_loss: 634727.6274; val_gene_expr_recon_loss: 1673627.4024; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2323143.8711; val_optim_loss: 2323143.8711
Epoch 62/400 |███-----------------| 15.5% val_auroc_score: 0.9537; val_auprc_score: 0.9926; val_best_acc_score: 0.9481; val_best_f1_score: 0.9711; train_kl_reg_loss: 15417.5031; train_edge_recon_loss: 610759.2893; train_gene_expr_recon_loss: 1667214.0432; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2293390.8360; train_optim_loss: 2293390.8360; val_kl_reg_loss: 14921.3951; val_edge_recon_loss: 632578.3743; val_gene_expr_recon_loss: 1674792.6786; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2322292.4506; val_optim_loss: 2322292.4506
Epoch 63/400 |███-----------------| 15.8% val_auroc_score: 0.9550; val_auprc_score: 0.9928; val_best_acc_score: 0.9483; val_best_f1_score: 0.9711; train_kl_reg_loss: 15373.1538; train_edge_recon_loss: 609869.3080; train_gene_expr_recon_loss: 1653613.5485; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2278856.0093; train_optim_loss: 2278856.0093; val_kl_reg_loss: 14955.2733; val_edge_recon_loss: 639210.2465; val_gene_expr_recon_loss: 1659148.8985; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2313314.4221; val_optim_loss: 2313314.4221
Epoch 64/400 |███-----------------| 16.0% val_auroc_score: 0.9549; val_auprc_score: 0.9928; val_best_acc_score: 0.9485; val_best_f1_score: 0.9713; train_kl_reg_loss: 15324.3511; train_edge_recon_loss: 608794.5935; train_gene_expr_recon_loss: 1652047.5059; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2276166.4506; train_optim_loss: 2276166.4506; val_kl_reg_loss: 14973.6222; val_edge_recon_loss: 634966.4852; val_gene_expr_recon_loss: 1657113.4217; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2307053.5312; val_optim_loss: 2307053.5312
Epoch 65/400 |███-----------------| 16.2% val_auroc_score: 0.9550; val_auprc_score: 0.9928; val_best_acc_score: 0.9485; val_best_f1_score: 0.9713; train_kl_reg_loss: 15319.8811; train_edge_recon_loss: 609235.3961; train_gene_expr_recon_loss: 1650690.1792; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2275245.4567; train_optim_loss: 2275245.4567; val_kl_reg_loss: 15016.7344; val_edge_recon_loss: 631049.7538; val_gene_expr_recon_loss: 1654795.0112; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2300861.4988; val_optim_loss: 2300861.4988
Epoch 66/400 |███-----------------| 16.5% val_auroc_score: 0.9540; val_auprc_score: 0.9926; val_best_acc_score: 0.9483; val_best_f1_score: 0.9712; train_kl_reg_loss: 15253.2937; train_edge_recon_loss: 608161.2463; train_gene_expr_recon_loss: 1649217.2119; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2272631.7513; train_optim_loss: 2272631.7513; val_kl_reg_loss: 15059.1497; val_edge_recon_loss: 629753.0375; val_gene_expr_recon_loss: 1655378.6123; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2300190.7955; val_optim_loss: 2300190.7955
Epoch 67/400 |███-----------------| 16.8% val_auroc_score: 0.9553; val_auprc_score: 0.9930; val_best_acc_score: 0.9485; val_best_f1_score: 0.9713; train_kl_reg_loss: 15231.2887; train_edge_recon_loss: 609667.1395; train_gene_expr_recon_loss: 1648111.9241; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2273010.3498; train_optim_loss: 2273010.3498; val_kl_reg_loss: 14788.0003; val_edge_recon_loss: 624589.7655; val_gene_expr_recon_loss: 1652061.5162; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2291439.2870; val_optim_loss: 2291439.2870
Epoch 68/400 |███-----------------| 17.0% val_auroc_score: 0.9541; val_auprc_score: 0.9927; val_best_acc_score: 0.9487; val_best_f1_score: 0.9714; train_kl_reg_loss: 15241.0104; train_edge_recon_loss: 607710.7356; train_gene_expr_recon_loss: 1646016.4998; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2268968.2457; train_optim_loss: 2268968.2457; val_kl_reg_loss: 14740.6389; val_edge_recon_loss: 627955.8280; val_gene_expr_recon_loss: 1652087.8005; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2294784.2708; val_optim_loss: 2294784.2708
Epoch 69/400 |███-----------------| 17.2% val_auroc_score: 0.9551; val_auprc_score: 0.9927; val_best_acc_score: 0.9486; val_best_f1_score: 0.9713; train_kl_reg_loss: 15161.1597; train_edge_recon_loss: 606085.1102; train_gene_expr_recon_loss: 1644471.5370; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2265717.8070; train_optim_loss: 2265717.8070; val_kl_reg_loss: 14827.4050; val_edge_recon_loss: 635727.2375; val_gene_expr_recon_loss: 1649450.6366; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2300005.2824; val_optim_loss: 2300005.2824
Epoch 70/400 |███-----------------| 17.5% val_auroc_score: 0.9564; val_auprc_score: 0.9931; val_best_acc_score: 0.9491; val_best_f1_score: 0.9717; train_kl_reg_loss: 15087.5261; train_edge_recon_loss: 606672.9505; train_gene_expr_recon_loss: 1644084.0442; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2265844.5195; train_optim_loss: 2265844.5195; val_kl_reg_loss: 14740.2771; val_edge_recon_loss: 630140.1311; val_gene_expr_recon_loss: 1648154.7245; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2293035.1370; val_optim_loss: 2293035.1370
Epoch 71/400 |███-----------------| 17.8% val_auroc_score: 0.9560; val_auprc_score: 0.9929; val_best_acc_score: 0.9487; val_best_f1_score: 0.9714; train_kl_reg_loss: 14992.8249; train_edge_recon_loss: 606164.6616; train_gene_expr_recon_loss: 1642601.7547; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2263759.2442; train_optim_loss: 2263759.2442; val_kl_reg_loss: 14614.8197; val_edge_recon_loss: 636707.5734; val_gene_expr_recon_loss: 1648618.3148; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2299940.7076; val_optim_loss: 2299940.7076

Reducing learning rate: metric has not improved more than 0.0 in the last 4 epochs.
New learning rate is 1e-05.

Epoch 72/400 |███-----------------| 18.0% val_auroc_score: 0.9570; val_auprc_score: 0.9930; val_best_acc_score: 0.9491; val_best_f1_score: 0.9716; train_kl_reg_loss: 14902.9580; train_edge_recon_loss: 606443.6094; train_gene_expr_recon_loss: 1637768.0668; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2259114.6333; train_optim_loss: 2259114.6333; val_kl_reg_loss: 14586.1423; val_edge_recon_loss: 641291.8176; val_gene_expr_recon_loss: 1643222.7643; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2299100.7145; val_optim_loss: 2299100.7145
Epoch 73/400 |███-----------------| 18.2% val_auroc_score: 0.9553; val_auprc_score: 0.9930; val_best_acc_score: 0.9485; val_best_f1_score: 0.9713; train_kl_reg_loss: 14851.8830; train_edge_recon_loss: 606077.8565; train_gene_expr_recon_loss: 1637372.7425; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2258302.4816; train_optim_loss: 2258302.4816; val_kl_reg_loss: 14506.1437; val_edge_recon_loss: 629343.1973; val_gene_expr_recon_loss: 1644135.9105; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2287985.2500; val_optim_loss: 2287985.2500
Epoch 74/400 |███-----------------| 18.5% val_auroc_score: 0.9557; val_auprc_score: 0.9931; val_best_acc_score: 0.9488; val_best_f1_score: 0.9715; train_kl_reg_loss: 14789.9073; train_edge_recon_loss: 605094.1767; train_gene_expr_recon_loss: 1637186.5272; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2257070.6139; train_optim_loss: 2257070.6139; val_kl_reg_loss: 14499.3375; val_edge_recon_loss: 629958.4470; val_gene_expr_recon_loss: 1643241.7662; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2287699.5594; val_optim_loss: 2287699.5594
Epoch 75/400 |███-----------------| 18.8% val_auroc_score: 0.9565; val_auprc_score: 0.9932; val_best_acc_score: 0.9491; val_best_f1_score: 0.9717; train_kl_reg_loss: 14791.3997; train_edge_recon_loss: 606593.0631; train_gene_expr_recon_loss: 1636801.0404; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2258185.5027; train_optim_loss: 2258185.5027; val_kl_reg_loss: 14514.3877; val_edge_recon_loss: 627940.2824; val_gene_expr_recon_loss: 1643863.7569; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2286318.4252; val_optim_loss: 2286318.4252
Epoch 76/400 |███-----------------| 19.0% val_auroc_score: 0.9552; val_auprc_score: 0.9927; val_best_acc_score: 0.9488; val_best_f1_score: 0.9715; train_kl_reg_loss: 14775.5800; train_edge_recon_loss: 608476.4560; train_gene_expr_recon_loss: 1637037.6672; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2260289.7015; train_optim_loss: 2260289.7015; val_kl_reg_loss: 14517.1310; val_edge_recon_loss: 628659.1546; val_gene_expr_recon_loss: 1643129.8376; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2286306.1196; val_optim_loss: 2286306.1196
Epoch 77/400 |███-----------------| 19.2% val_auroc_score: 0.9567; val_auprc_score: 0.9932; val_best_acc_score: 0.9489; val_best_f1_score: 0.9715; train_kl_reg_loss: 14737.1838; train_edge_recon_loss: 606306.1146; train_gene_expr_recon_loss: 1636649.2823; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2257692.5801; train_optim_loss: 2257692.5801; val_kl_reg_loss: 14501.0236; val_edge_recon_loss: 629036.4583; val_gene_expr_recon_loss: 1642309.4711; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2285846.9603; val_optim_loss: 2285846.9603
Epoch 78/400 |███-----------------| 19.5% val_auroc_score: 0.9544; val_auprc_score: 0.9927; val_best_acc_score: 0.9492; val_best_f1_score: 0.9717; train_kl_reg_loss: 14712.6170; train_edge_recon_loss: 605772.0078; train_gene_expr_recon_loss: 1635882.1864; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2256366.8129; train_optim_loss: 2256366.8129; val_kl_reg_loss: 14487.8318; val_edge_recon_loss: 626800.8953; val_gene_expr_recon_loss: 1642470.1578; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2283758.8835; val_optim_loss: 2283758.8835
Epoch 79/400 |███-----------------| 19.8% val_auroc_score: 0.9572; val_auprc_score: 0.9931; val_best_acc_score: 0.9492; val_best_f1_score: 0.9717; train_kl_reg_loss: 14904.7384; train_edge_recon_loss: 606688.3858; train_gene_expr_recon_loss: 1637141.4924; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2258734.6150; train_optim_loss: 2258734.6150; val_kl_reg_loss: 14564.2163; val_edge_recon_loss: 634724.2663; val_gene_expr_recon_loss: 1642259.2064; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2291547.6867; val_optim_loss: 2291547.6867
Epoch 80/400 |████----------------| 20.0% val_auroc_score: 0.9569; val_auprc_score: 0.9931; val_best_acc_score: 0.9488; val_best_f1_score: 0.9714; train_kl_reg_loss: 14766.9321; train_edge_recon_loss: 605545.6006; train_gene_expr_recon_loss: 1636424.5487; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2256737.0833; train_optim_loss: 2256737.0833; val_kl_reg_loss: 14574.9142; val_edge_recon_loss: 632748.4365; val_gene_expr_recon_loss: 1641363.6057; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2288686.9579; val_optim_loss: 2288686.9579
Epoch 81/400 |████----------------| 20.2% val_auroc_score: 0.9560; val_auprc_score: 0.9930; val_best_acc_score: 0.9483; val_best_f1_score: 0.9711; train_kl_reg_loss: 14751.3151; train_edge_recon_loss: 607918.9468; train_gene_expr_recon_loss: 1636691.9533; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2259362.2122; train_optim_loss: 2259362.2122; val_kl_reg_loss: 14534.9194; val_edge_recon_loss: 636252.9600; val_gene_expr_recon_loss: 1641830.1960; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2292618.0756; val_optim_loss: 2292618.0756
Epoch 82/400 |████----------------| 20.5% val_auroc_score: 0.9545; val_auprc_score: 0.9927; val_best_acc_score: 0.9489; val_best_f1_score: 0.9715; train_kl_reg_loss: 14683.1338; train_edge_recon_loss: 606693.9751; train_gene_expr_recon_loss: 1636182.5919; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2257559.6979; train_optim_loss: 2257559.6979; val_kl_reg_loss: 14434.3938; val_edge_recon_loss: 634784.9420; val_gene_expr_recon_loss: 1641537.7172; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2290757.0617; val_optim_loss: 2290757.0617

Reducing learning rate: metric has not improved more than 0.0 in the last 4 epochs.
New learning rate is 1.0000000000000002e-06.

Epoch 83/400 |████----------------| 20.8% val_auroc_score: 0.9556; val_auprc_score: 0.9928; val_best_acc_score: 0.9493; val_best_f1_score: 0.9717; train_kl_reg_loss: 14665.6540; train_edge_recon_loss: 606428.2240; train_gene_expr_recon_loss: 1635697.5276; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2256791.4054; train_optim_loss: 2256791.4054; val_kl_reg_loss: 14473.4398; val_edge_recon_loss: 637130.0464; val_gene_expr_recon_loss: 1641671.8183; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2293275.3040; val_optim_loss: 2293275.3040
